City,State Abbreviation,total_listings
Pecatonica,IL,1
Pecos,NM,4
Pecos,TX,1
Peculiar,MO,2
Peekskill,NY,4
Pegram,TN,5
Pekin,IL,12
Pekin,IN,1
Pelham,AL,8
Pelham,NC,1
Pelham,NH,6
Pelham,NY,2
Pelham,TN,1
Pelican Lake,WI,1
Pelican Rapids,MN,2
Pell City,AL,4
Pella,IA,5
Pellston,MI,2
Pelzer,SC,1
Pemaquid,ME,1
Pemberton,NJ,1
Pembroke,GA,1
Pembroke,MA,4
Pembroke,NC,3
Pembroke,NH,4
Pembroke,VA,1
Pembroke Pines,FL,61
Pendergrass,GA,1
Pendleton,IN,2
Pendleton,OR,20
Pendleton,SC,8
Penfield,NY,15
Penfield,PA,2
Penhook,VA,1
Peninsula,OH,1
Penn Laird,VA,3
Penn Valley,CA,11
Penndel,PA,1
Pennellville,NY,1
Penngrove,CA,8
Penns Grove,NJ,1
Pennsauken,NJ,5
Pennsburg,PA,1
Pennsville,NJ,3
Pennsylvania Furnace,PA,4
Penobscot,ME,3
Penrose,NC,2
Penryn,CA,5
Pensacola,FL,434
Pensacola Beach,FL,22
Pentwater,MI,3
Peoria,AZ,181
Peoria,IL,133
Peoria Heights,IL,37
Pepeekeo,HI,2
Pepin,WI,2
Pepper Pike,OH,1
Pepperell,MA,9
Pequea,PA,2
Pequot Lakes,MN,5
Peralta,NM,3
Perham,MN,2
Perkasie,PA,2
Perkinston,MS,1
Perkinsville,VT,1
Perris,CA,27
Perry,GA,10
Perry,NY,1
Perry Hall,MD,6
Perry Point,MD,1
Perryopolis,PA,1
Perrysburg,OH,8
Perryton,TX,1
Perryville,AR,1
Perryville,MD,3
Perryville,MO,1
Perth Amboy,NJ,2
Peru,IN,3
Peru,ME,1
Peru,NY,8
Peru,VT,1
Peshastin,WA,4
Petal,MS,1
Petaluma,CA,122
Peterborough,NH,9
Petersburg,KY,1
Petersburg,VA,40
Peterstown,WV,1
Petoskey,MI,38
Pevely,MO,1
Pewaukee,WI,14
Pewee Valley,KY,3
Peyton,CO,19
Pfafftown,NC,7
Pfeifer,KS,1
Pflugerville,TX,118
Pharr,TX,16
Phelan,CA,1
Phenix City,AL,17
Philipsburg,MT,3
Phillips,ME,2
Phillips,WI,2
Phillipsburg,KS,4
Phillipsburg,NJ,9
Philmont,NY,2
Philo,OH,1
Philomath,OR,24
Phippsburg,ME,7
Phoenicia,NY,1
Phoenix,MD,1
Phoenix,NY,1
Phoenix,OR,13
Phoenixville,PA,11
Picayune,MS,4
Pickens,SC,5
Pickerington,OH,10
Pickstown,SD,1
Pico Rivera,CA,17
Piedmont,AL,2
Piedmont,CA,10
Piedmont,SC,16
Piedmont,SD,4
Pierce,NE,2
Pierre,SD,6
Pigeon,MI,1
Pigeon Forge,TN,13
Piggott,AR,1
Pike Road,AL,2
Pikesville,MD,14
Piketon,OH,4
Pikeville,KY,21
Pikeville,NC,7
Pilot,VA,1
Pilot Hill,CA,1
Pilot Mountain,NC,5
Pilot Point,TX,3
Pima,AZ,5
Pinckard,AL,2
Pinckney,MI,7
Pinckneyville,IL,1
Pine,AZ,5
Pine,CO,1
Pine Bluff,AR,11
Pine Brook,NJ,2
Pine Bush,NY,2
Pine City,MN,7
Pine City,NY,1
Pine Grove,CA,6
Pine Island,MN,2
Pine Knoll Shores,NC,2
Pine Lake,GA,1
Pine Mountain,GA,4
Pine Mountain Club,CA,4
Pine Plains,NY,1
Pine River,MN,1
Pine Valley,CA,3
Pinebluff,NC,1
Pinedale,AZ,1
Pinedale,WY,4
Pinehurst,NC,85
Pinehurst,TX,1
Pinellas Park,FL,34
Pinetop,AZ,45
Pineview,GA,1
Pineville,KY,1
Pineville,LA,18
Pineville,NC,20
Piney Creek,NC,1
Piney Flats,TN,10
Piney Point,MD,7
Pingree Grove,IL,1
Pinnacle,NC,1
Pinole,CA,18
Pinon Hills,CA,2
Pinson,AL,6
Pioneer,CA,1
Pioneertown,CA,1
Pipe Creek,TX,2
Pipersville,PA,1
Pipestone,MN,2
Piqua,OH,5
Piscataway,NJ,4
Pisgah Forest,NC,9
Pismo Beach,CA,57
Pitcairn,PA,1
Pitman,NJ,3
Pittsboro,IN,2
Pittsboro,NC,18
Pittsburg,CA,51
Pittsburg,MO,1
Pittsburg,NH,1
Pittsburg,TX,2
Pittsburgh,PA,592
Pittsfield,MA,85
Pittsfield,ME,3
Pittsfield,NH,1
Pittsfield,VT,1
Pittsford,NY,13
Pittsford,VT,5
Pittston,ME,2
Pittston,PA,9
Pittsville,MD,3
Placentia,CA,18
Placerville,CA,41
Placida,FL,2
Placitas,NM,7
Plain City,OH,1
Plainfield,CT,5
Plainfield,IL,8
Plainfield,IN,8
Plainfield,NH,5
Plainfield,NJ,14
Plainfield,VT,9
Plains,MT,1
Plains,TX,1
Plainsboro,NJ,2
Plainview,NY,1
Plainview,TX,1
Plainville,CT,9
Plainville,GA,3
Plainwell,MI,3
Plaistow,NH,3
Plano,TX,134
Plant City,FL,26
Plantation,FL,45
Plantersville,MS,1
Plaquemine,LA,3
Platte City,MO,1
Platteville,CO,2
Platteville,WI,4
Plattsburgh,NY,88
Plattsmouth,NE,3
Playa Del Rey,CA,31
Playa Vista,CA,9
Pleasant Garden,NC,4
Pleasant Grove,UT,10
Pleasant Hill,CA,67
Pleasant Hill,IA,5
Pleasant Hill,MO,1
Pleasant Hill,OH,1
Pleasant Hill,OR,2
Pleasant Plains,IL,1
Pleasant Prairie,WI,6
Pleasant Ridge,MI,1
Pleasant Valley,MO,2
Pleasant View,TN,1
Pleasanton,CA,43
Pleasanton,TX,2
Pleasantville,NJ,2
Pleasantville,NY,6
Pleasureville,KY,1
Plover,WI,8
Plum Branch,SC,1
Plumas Lake,CA,7
Plumtree,NC,1
Plymouth,CA,5
Plymouth,CT,1
Plymouth,IN,1
Plymouth,MA,105
Plymouth,MI,13
Plymouth,MN,28
Plymouth,NH,16
Plymouth,PA,1
Plymouth,WI,6
Plymouth Meeting,PA,3
Plympton,MA,1
Poca,WV,1
Pocasset,MA,13
Pocatello,ID,112
Pocomoke City,MD,3
Pocono Lake,PA,11
Pocono Lake Preserve,PA,1
Pocono Pines,PA,7
Pocono Summit,PA,4
Pocopson,PA,1
Poinciana,FL,12
Point,TX,3
Point Arena,CA,1
Point Harbor,NC,2
Point Lookout,NY,1
Point Marion,PA,2
Point Of Rocks,MD,1
Point Pleasant,WV,1
Point Pleasant Beach,NJ,27
Point Reyes Station,CA,2
Point Roberts,WA,1
Poland,ME,12
Poland,NY,1
Poland,OH,3
Polk City,FL,5
Pollock,LA,2
Pollock Pines,CA,11
Pollok,TX,1
Polson,MT,35
Pomaria,SC,1
Pomfret Center,CT,1
Pomona,CA,49
Pomona,IL,1
Pomona,NY,2
Pompano Beach,FL,161
Pompton Plains,NJ,3
Ponca City,OK,5
Ponce De Leon,FL,1
Ponce Inlet,FL,1
Poncha Springs,CO,6
Ponchatoula,LA,10
Ponder,TX,2
Ponderay,ID,3
Ponsford,MN,1
Ponte Vedra,FL,5
Ponte Vedra Beach,FL,22
Pontiac,IL,1
Pontiac,MI,14
Pooler,GA,42
Poolesville,MD,3
Poolville,TX,1
Poplar Bluff,MO,1
Poplarville,MS,2
Poquoson,VA,1
Port Allen,LA,6
Port Aransas,TX,9
Port Arthur,TX,6
Port Austin,MI,2
Port Bolivar,TX,2
Port Byron,IL,1
Port Charlotte,FL,186
Port Chester,NY,3
Port Clinton,OH,16
Port Clinton,PA,1
Port Clyde,ME,1
Port Crane,NY,1
Port Deposit,MD,2
Port Hadlock,WA,1
Port Henry,NY,5
Port Hueneme,CA,38
Port Huron,MI,11
Port Isabel,TX,13
Port Jefferson,NY,2
Port Jefferson Station,NY,1
Port Kent,NY,3
Port Lavaca,TX,3
Port Ludlow,WA,11
Port Matilda,PA,7
Port Neches,TX,1
Port Orange,FL,50
Port Orchard,WA,78
Port Orford,OR,4
Port Republic,MD,5
Port Republic,VA,3
Port Richey,FL,32
Port Royal,PA,1
Port Royal,SC,20
Port Saint Joe,FL,23
Port Saint Lucie,FL,222
Port Salerno,FL,1
Port St. Lucie,FL,48
Port Sulphur,LA,1
Port Tobacco,MD,1
Port Townsend,WA,43
Port Washington,NY,1
Port Washington,WI,10
Port Wentworth,GA,9
Portage,IN,12
Portage,ME,1
Portage,MI,10
Portage,PA,1
Portage,WI,7
Portales,NM,1
Porter,IN,1
Porter,ME,1
Porter,OK,2
Porter,TX,9
Porter Corners,NY,4
Porter Ranch,CA,16
Porterdale,GA,4
Porterfield,WI,1
Porterville,CA,30
Portland,CT,4
Portland,TN,4
Portland,TX,5
Portlandville,NY,1
Portola,CA,4
Portola Valley,CA,3
Portsmouth,NH,42
Portsmouth,OH,4
Portsmouth,RI,17
Portsmouth,VA,121
Post Falls,ID,53
Post Mills,VT,2
Potomac,MD,8
Potosi,MO,1
Potsdam,NY,17
Potter Valley,CA,2
Pottersville,NY,1
Potterville,MI,2
Pottsboro,TX,12
Pottstown,PA,5
Pottsville,PA,11
Poughkeepsie,NY,41
Poulsbo,WA,59
Poultney,VT,2
Pound Ridge,NY,2
Poway,CA,25
Powder Springs,GA,31
Powderly,TX,5
Powell,OH,8
Powell,TN,16
Powell,WY,5
Powell Butte,OR,3
Powers Lake,WI,1
Powhatan,VA,4
Pownal,ME,5
Pownal,VT,4
Poynette,WI,1
Prairie City,OR,3
Prairie Du Chien,WI,1
Prairie Farm,WI,1
Prairie Grove,AR,1
Prairie Village,KS,17
Prairieville,LA,12
Prather,CA,1
Prattville,AL,8
Pray,MT,1
Preble,NY,1
Prescott,AZ,295
Prescott,WI,2
Prescott Valley,AZ,81
Presque Isle,ME,23
Presque Isle,MI,1
Preston,CT,1
Preston,ID,3
Preston,MD,1
Prestonsburg,KY,5
Price,UT,5
Prince Frederick,MD,5
Prince George,VA,4
Princess Anne,MD,2
Princeton,IA,1
Princeton,MA,1
Princeton,MN,1
Princeton,NJ,6
Princeton,TX,24
Princeton,WI,2
Princeton,WV,15
Princeton Junction,NJ,3
Princeville,HI,3
Prineville,OR,17
Prior Lake,MN,11
Proctor,VT,8
Proctorsville,VT,7
Proctorville,OH,3
Progreso,TX,1
Prospect,CT,3
Prospect,KY,11
Prospect,VA,1
Prospect Heights,IL,2
Prospect Park,PA,5
Prosper,TX,18
Prosperity,SC,1
Prosperity,WV,1
Prosser,WA,7
Providence,KY,1
Providence,RI,218
Providence,UT,2
Providence Forge,VA,1
Provincetown,MA,3
Provo,UT,37
Prudenville,MI,3
Prunedale,CA,16
Pueblo,CO,275
Pueblo West,CO,19
Pukalani,HI,10
Pulaski,PA,1
Pulaski,TN,3
Pulaski,VA,3
Pulaski,WI,2
Pullman,WA,15
Punta Gorda,FL,147
Punxsutawney,PA,1
Purcellville,VA,9
Purlear,NC,1
Purvis,MS,2
Putnam,CT,3
Putnam,IL,3
Putnam Valley,NY,2
Putney,VT,7
Puyallup,WA,173
Pylesville,MD,1
Quaker City,OH,1
Quaker Hill,CT,2
Quakertown,PA,8
Quantico,MD,1
Quantico,VA,1
Quechee,VT,9
Queen Creek,AZ,75
Queens,NY,160
Queens Village,NY,16
Queensbury,NY,12
Quemado,TX,1
Quilcene,WA,2
Quinby,VA,1
Quincy,CA,4
Quincy,FL,1
Quincy,IL,28
Quincy,MA,79
Quincy,WA,21
Quinlan,TX,4
Quinton,VA,1
Quitman,GA,2
Raceland,LA,6
Racine,WI,80
Radcliff,KY,8
Radford,VA,15
Radiant,VA,1
Raeford,NC,12
Rahway,NJ,10
Rail Road Flat,CA,2
Rainbow City,AL,3
Rainier,OR,2
Rainier,WA,3
Ramona,CA,22
Ramona,SD,1
Ramsay,MI,1
Ramsay,MT,1
Ramseur,NC,1
Ramsey,MN,3
Ranburne,AL,1
Ranchester,WY,1
Rancho Cordova,CA,56
Rancho Mirage,CA,119
Rancho Mission Viejo,CA,6
Rancho Murieta,CA,1
Rancho Palos Verdes,CA,17
Rancho Santa Fe,CA,10
Rancho Santa Margarita,CA,21
Rancho Viejo,TX,4
Ranchos De Taos,NM,12
Randallstown,MD,12
Randleman,NC,2
Randolph,MA,23
Randolph,ME,2
Randolph,NJ,3
Randolph,VT,9
Randolph,WI,1
Randolph Center,VT,6
Rangeley,ME,1
Ranger,GA,2
Ranier,MN,1
Ransomville,NY,1
Ranson,WV,5
Rantoul,IL,1
Raphine,VA,2
Rapid City,MI,4
Rapid City,SD,311
Rapid River,MI,1
Rapidan,VA,1
Raritan,NJ,1
Rathdrum,ID,17
Raton,NM,5
Ravena,NY,5
Ravenel,SC,3
Ravenna,OH,3
Ravensdale,WA,1
Ravenswood,WV,1
Rawlings,MD,1
Rawlins,WY,5
Raymond,ME,23
Raymond,NH,5
Raymond,WA,3
Raymore,MO,5
Rayne,LA,1
Raynham,MA,3
Raynham Center,MA,1
Raytown,MO,12
Readfield,ME,4
Reading,MA,4
Reading,PA,47
Reading,VT,1
Readyville,TN,1
Rector,PA,1
Red Bank,NJ,7
Red Bluff,CA,18
Red Cliff,CO,2
Red Feather Lakes,CO,1
Red Hill,PA,1
Red Hook,NY,7
Red Lion,PA,3
Red Lodge,MT,9
Red Oak,TX,12
Red Rock,AZ,2
Red Wing,MN,7
RedBank,TN,2
Reddick,FL,2
Redding,CT,4
Redfield,NY,1
Redfield,SD,1
Redford,MI,11
Redington Beach,FL,8
Redlands,CA,82
Redmond,OR,101
Redmond,WA,48
Redondo Beach,CA,108
Redwood,NY,1
Redwood Valley,CA,7
Reed City,MI,1
Reedley,CA,4
Reedsburg,WI,7
Reedsport,OR,4
Reedsville,PA,1
Reedville,VA,2
Rego Park,NY,5
Rehoboth,MA,5
Rehoboth Beach,DE,109
Reidsville,GA,1
Reidsville,NC,8
Reinholds,PA,1
Reisterstown,MD,16
Remington,VA,1
Remsen,NY,2
Remsenburg,NY,1
Renfrew,PA,1
Renick,WV,1
Reno,NV,543
Rensselaer,IN,1
Rensselaer,NY,7
Renton,WA,146
Republic,MO,5
Republic,WA,1
Republican City,NE,1
Resaca,GA,1
Rescue,CA,2
Reseda,CA,45
Reserve,LA,1
Reston,VA,41
Reunion,FL,10
Reva,VA,2
Revere,MA,44
Rex,GA,11
Rexburg,ID,10
Rexford,MT,1
Reynoldsburg,OH,31
Rhinelander,WI,34
Rhodesdale,MD,5
Rhododendron,OR,3
Rhome,TX,1
Rialto,CA,29
Rib Lake,WI,1
Rice,VA,3
Rice Lake,WI,7
Rich Creek,VA,1
Richburg,SC,1
Richfield,MN,28
Richfield,OH,1
Richfield,UT,2
Richfield,WI,1
Richfield Springs,NY,3
Richford,VT,1
Richland,MI,4
Richland,MS,1
Richland,PA,1
Richland,SC,3
Richland,TX,1
Richland,WA,76
Richland Center,WI,11
Richland Hills,TX,3
Richlands,NC,2
Richlandtown,PA,1
Richmond,CA,104
Richmond,IN,11
Richmond,KY,12
Richmond,MA,2
Richmond,ME,3
Richmond,MI,1
Richmond,MN,3
Richmond,MO,1
Richmond,NH,1
Richmond,TX,56
Richmond,VT,20
Richmond Heights,MO,9
Richmond Heights,OH,4
Richmond Hill,GA,11
Richmond Hill,NY,4
Richview,IL,1
Richwood,WV,1
Rickreall,OR,1
Riddle,OR,1
Ridge,MD,1
Ridge,NY,4
Ridgecrest,CA,21
Ridgefield,CT,8
Ridgefield,NJ,3
Ridgefield,WA,22
Ridgefield Park,NJ,3
Ridgeland,MS,1
Ridgeland,SC,1
Ridgeway,SC,1
Ridgewood,NJ,3
Ridgewood,NY,10
Ridgway,CO,5
Ridgway,PA,2
Riegelsville,PA,1
Rifle,CO,20
Rigby,ID,9
Rimersburg,PA,1
Rimforest,CA,2
Rimrock,AZ,6
Rincon,GA,9
Ringgold,GA,11
Ringwood,NJ,5
Rio Communities,NM,1
Rio Dell,CA,2
Rio Grande,NJ,2
Rio Linda,CA,3
Rio Rancho,NM,96
Rio Rico,AZ,4
Rio Verde,AZ,4
Rio Vista,CA,1
Rio Vista,TX,1
Ripley,TN,1
Ripon,CA,15
Ripon,WI,2
Ripton,VT,2
Ritzville,WA,1
Riva,MD,6
River Edge,NJ,2
River Falls,WI,1
River Forest,IL,2
River Ranch,FL,1
River Ridge,LA,2
Riverbank,CA,26
Riverdale,GA,37
Riverdale,IL,2
Riverdale,MD,13
Riverdale,ND,1
Riverdale,NJ,1
Riverhead,NY,12
Riverside,CA,243
Riverside,CT,3
Riverside,IA,2
Riverside,IL,6
Riverside,MI,1
Riverside,MO,2
Riverside,RI,7
Riverton,UT,24
Riverton,WY,24
Riverview,FL,98
Riverview,MI,2
Riviera,TX,2
Riviera Beach,FL,23
Roach,MO,2
Roan Mountain,TN,2
Roanoke,IL,1
Roanoke,TX,6
Roanoke,VA,363
Roanoke Rapids,NC,18
Roaring Gap,NC,2
Robbins,NC,1
Robbinsdale,MN,17
Robbinston,ME,1
Robbinsville,NC,1
Robbinsville,NJ,2
Roberts,MT,1
Robertsdale,AL,2
Robertsdale,PA,1
Robesonia,PA,1
Robinson,IL,1
Roca,NE,2
Rochdale,MA,1
Rochelle,VA,2
Rochelle Park,NJ,5
Rocheport,MO,2
Rochester,IL,1
Rochester,MI,8
Rochester,MN,174
Rochester,NH,19
Rochester,NY,598
Rochester,PA,1
Rochester,VT,3
Rochester,WA,9
Rochester Hills,MI,6
Rock Falls,IL,2
Rock Hall,MD,2
Rock Hill,NY,1
Rock Hill,SC,68
Rock Island,IL,25
Rock Rapids,IA,1
Rock Spring,GA,1
Rock Springs,WY,21
Rock Tavern,NY,1
Rockaway,NJ,7
Rockaway Beach,MO,6
Rockaway Beach,OR,21
Rockaway Park,NY,11
Rockbridge Baths,VA,1
Rockdale,TX,2
Rockford,IL,75
Rockford,MI,7
Rockford,MN,1
Rockford,TN,1
Rockford,WA,1
Rockingham,NC,5
Rockingham,VA,8
Rockland,MA,10
Rockland,ME,52
Rockledge,FL,15
Rocklin,CA,69
Rockport,IN,1
Rockport,MA,18
Rockport,ME,32
Rockport,TX,14
Rockton,IL,2
Rockvale,CO,1
Rockville,MD,47
Rockville,UT,1
Rockville Center,NY,1
Rockwall,TX,29
Rockwell,NC,1
Rockwood,MI,3
Rocky Hill,CT,6
Rocky Mount,MO,1
Rocky Mount,NC,46
Rocky Mount,VA,9
Rocky Point,NC,4
Rocky Point,NY,2
Rocky River,OH,9
Rodanthe,NC,1
Rodeo,CA,9
Roebuck,SC,4
Roeland Park,KS,18
Rogers,AR,57
Rogers,MN,2
Rogers,TX,1
Rogersville,AL,1
Rogersville,MO,2
Rogersville,TN,3
Rogue River,OR,13
Rohnert Park,CA,44
Roland,IA,1
Rolesville,NC,1
Rolla,MO,26
Rolling Hills,CA,6
Rolling Meadows,IL,7
Rollins,MT,1
Rollinsford,NH,4
Rome,GA,50
Rome,ME,1
Rome,NY,8
Rome City,IN,6
Romeo,MI,1
Romeoville,IL,6
Romulus,MI,1
Ronald,WA,2
Ronan,MT,2
Ronceverte,WV,3
Ronda,NC,1
Ronkonkoma,NY,4
Roosevelt,AZ,2
Roosevelt,NY,11
Roosevelt,UT,4
Rosamond,CA,2
Roscoe,IL,1
Roscommon,MI,6
Rose Hill,KS,1
Rosebud,MO,1
Roseburg,OR,76
Rosedale,MD,16
Rosedale,NY,28
Roselle,IL,2
Roselle,NJ,5
Roselle Park,NJ,1
Rosemary Beach,FL,1
Rosemead,CA,20
Rosemount,MN,4
Rosenberg,TX,10
Rosendale,NY,4
Roseville,CA,220
Roseville,MI,10
Roseville,MN,11
Rosharon,TX,22
Rosholt,WI,1
Roslindale,MA,31
Roslyn,WA,2
Ross,CA,1
Rossford,OH,6
Rossville,GA,9
Rossville,IN,1
Roswell,GA,56
Roswell,NM,56
Rothbury,MI,1
Rothschild,WI,7
Rotonda West,FL,27
Rougemont,NC,2
Rough And Ready,CA,3
Round Hill,VA,3
Round Mountain,TX,4
Round O,SC,1
Round Pond,ME,5
Round Rock,TX,136
Rouses Point,NY,2
Rowland,NC,2
Rowland Heights,CA,8
Rowlett,TX,28
Rowley,MA,5
Roxboro,NC,5
Roxbury,CT,1
Roxbury,MA,30
Roxbury,NY,1
Roxbury,VT,2
Roy,UT,5
Roy,WA,6
Royal,AR,1
Royal Oak,MI,59
Royal Oaks,CA,5
Royal Palm Beach,FL,28
Royalton,IL,1
Royersford,PA,2
Royse City,TX,6
Royston,GA,1
Ruckersville,VA,8
Rudolph,WI,2
Rudyard,MI,1
Ruffin,SC,1
Ruidoso,NM,30
Ruidoso Downs,NM,2
Rumford,ME,12
Rumson,NJ,2
Runnemede,NJ,2
Running Springs,CA,21
Rural Hall,NC,3
Rural Retreat,VA,2
Rush,KY,1
Rush City,MN,1
Rushville,NE,6
Rushville,NY,1
Rusk,TX,1
Ruskin,FL,36
Russell,KS,3
Russell,KY,2
Russell Springs,KY,2
Russells Point,OH,3
Russellville,AR,8
Russellville,KY,2
Rustburg,VA,2
Ruston,LA,2
Ruther Glen,VA,10
Rutherford,NJ,5
Rutherford,TN,1
Rutherfordton,NC,10
Rutland,MA,1
Rutland,VT,67
Rutland Town,VT,3
Rydal,GA,1
Rye,CO,4
Rye,NH,10
Rye,NY,1
Rye Beach,NH,1
Rye Brook,NY,1
Sabattus,ME,7
Sachse,TX,11
Sackets Harbor,NY,8
Saco,ME,71
Sacramento,KY,1
Saddle Brook,NJ,6
Saddlebrooke,AZ,3
Safety Harbor,FL,26
Safford,AZ,3
Sag Harbor,NY,3
Sagamore Beach,MA,9
Sagaponack,NY,1
Saginaw,MI,10
Saginaw,MN,1
Sagle,ID,8
Saguache,CO,1
Sahuarita,AZ,23
Saint Agatha,ME,2
Saint Albans,MO,1
Saint Albans,NY,19
Saint Albans,VT,48
Saint Albans,WV,11
Saint Albans Bay,VT,4
Saint Ann,MO,16
Saint Anthony,ID,3
Saint Augustine,FL,310
Saint Bernard,LA,2
Saint Charles,IL,3
Saint Charles,MO,53
Saint Clair Shores,MI,6
Saint Cloud,FL,66
Saint Cloud,MN,37
Saint Croix Falls,WI,2
Saint David,AZ,1
Saint Francis,KS,1
Saint Francis,MN,2
Saint Francis,WI,8
Saint Francisville,LA,1
Saint Gabriel,LA,1
Saint George,ME,3
Saint George,UT,74
Saint Georges,DE,1
Saint Germain,WI,5
Saint Hedwig,TX,3
Saint Helen,MI,1
Saint Helena,CA,17
Saint Helena Island,SC,5
Saint Helens,OR,4
Saint Ignace,MI,1
Saint Ignatius,MT,2
Saint James,MN,2
Saint James,MO,2
Saint James,NY,1
Saint James City,FL,1
Saint John,IN,5
Saint Johns,FL,14
Saint Johnsbury,VT,15
Saint Johnsbury Center,VT,1
Saint Joseph,IL,1
Saint Joseph,MI,27
Saint Joseph,MN,3
Saint Joseph,MO,31
Saint Leonard,MD,6
Saint Louis,MO,831
Saint Louis Park,MN,38
Saint Louisville,OH,1
Saint Maries,ID,4
Saint Martinville,LA,1
Saint Mary,MO,1
Saint Marys,GA,12
Saint Marys,PA,4
Saint Matthews,SC,5
Saint Michael,MN,1
Saint Michaels,MD,2
Saint Paul,NE,4
Saint Paul,OR,1
Saint Paul,VA,1
Saint Paul Park,MN,2
Saint Pauls,NC,1
Saint Pete Beach,FL,76
Saint Peter,MN,5
Saint Peters,MO,27
Saint Petersburg,FL,897
Saint Petersburg,PA,1
Saint Robert,MO,1
Saint Rose,LA,2
Saint Simons Island,GA,54
Saint Stephen,SC,1
Sainte Genevieve,MO,3
Salado,TX,10
Salem,AL,2
Salem,CT,4
Salem,IN,1
Salem,MA,113
Salem,MI,1
Salem,MO,1
Salem,NH,15
Salem,NJ,2
Salem,OH,3
Salem,SC,9
Salem,UT,1
Salem,VA,32
Salem,WI,6
Salida,CA,25
Salida,CO,31
Salina,KS,5
Salinas,CA,158
Saline,MI,5
Salisbury,CT,1
Salisbury,MA,41
Salisbury,MD,51
Salisbury,NC,39
Salisbury,VT,6
Salley,SC,1
Sallisaw,OK,1
Salmon,ID,16
Salt Lake City,UT,631
Salt Lick,KY,1
Salter Path,NC,1
Salters,SC,1
Saltillo,MS,3
Saluda,NC,9
Saluda,SC,1
Salvo,NC,1
Salyer,CA,1
Sammamish,WA,23
Samoa,CA,4
San Andreas,CA,1
San Angelo,TX,102
San Anselmo,CA,26
San Antonio,FL,10
San Augustine,TX,1
San Benito,TX,1
San Bernardino,CA,80
San Bruno,CA,45
San Carlos,CA,45
San Clemente,CA,97
San Cristobal,NM,1
San Dimas,CA,10
San Fernando,CA,5
San Gabriel,CA,10
San Geronimo,CA,3
San Jacinto,CA,15
San Joaquin,CA,1
San Jose,NM,2
San Juan,TX,1
San Juan Bautista,CA,4
San Juan Capistrano,CA,27
San Leandro,CA,135
San Leon,TX,10
San Lorenzo,CA,12
San Luis,AZ,4
San Marcos,CA,77
San Marcos,TX,62
San Marino,CA,1
San Martin,CA,11
San Miguel,CA,6
San Pablo,CA,24
San Pedro,CA,92
San Rafael,CA,114
San Ramon,CA,37
San Saba,TX,1
San Simeon,CA,1
San Tan Valley,AZ,62
San Ysidro,CA,3
San san,NY,1
Sanborn,IA,1
Sanbornton,NH,5
Sanbornville,NH,2
Sand Lake,NY,1
Sand Springs,OK,3
Sandersville,GA,1
Sandpoint,ID,60
Sandston,VA,7
Sandusky,OH,25
Sandwich,MA,32
Sandy,OR,8
Sandy,UT,105
Sandy Creek,NY,1
Sandy Spring,MD,1
Sandy Springs,GA,62
Sanford,FL,56
Sanford,ME,11
Sanford,NC,35
Sanger,CA,10
Sanger,TX,1
Sanibel,FL,3
Santa Ana,CA,118
Santa Clara,CA,88
Santa Clara,UT,3
Santa Clarita,CA,68
Santa Cruz,NM,1
Santa Fe,TN,2
Santa Fe,TX,3
Santa Fe Springs,CA,4
Santa Helena,CA,1
Santa Margarita,CA,5
Santa Maria,CA,102
Santa Paula,CA,13
Santa Rosa,CA,446
Santa Rosa Beach,FL,61
Santa Rosa Valley,CA,2
Santa Teresa,NM,3
Santa Ynez,CA,5
Santaquin,UT,3
Santee,CA,30
Santee,SC,6
Sapello,NM,1
Sapphire,NC,5
Sapulpa,OK,5
Saranac Lake,NY,20
Sarasota,FL,670
Saratoga,CA,20
Saratoga,WY,4
Saratoga Springs,NY,130
Saratoga Springs,UT,26
Sassamansville,PA,1
Satellite Beach,FL,37
Satsuma,FL,3
Saucier,MS,1
Saugatuck,MI,5
Saugerties,NY,17
Saugus,MA,15
Sauk Centre,MN,2
Sauk City,WI,1
Sauk Rapids,MN,2
Sault Sainte Marie,MI,16
Saunderstown,RI,2
Sauquoit,NY,1
Sausalito,CA,27
Sautee Nacoochee,GA,4
Savage,MD,3
Savage,MN,5
Savanna,IL,1
Savannah,GA,729
Savannah,MO,2
Savannah,TN,2
Savannah,TX,2
Savoy,IL,1
Sawyer,MI,5
Saxtons River,VT,1
Saylorsburg,PA,1
Sayre,PA,5
Sayreville,NJ,3
Scaly Mountain,NC,3
Scandinavia,WI,1
Scappoose,OR,5
Scarborough,ME,95
Scarsdale,NY,1
Schaumburg,IL,9
Schenectady,NY,56
Schenevus,NY,2
Schererville,IN,3
Schertz,TX,17
Schiller Park,IL,1
Schnecksville,PA,1
Schofield,WI,15
Schoharie,NY,1
Schoolcraft,MI,1
Schuyler,NE,1
Schuyler Falls,NY,1
Schuylerville,NY,7
Schwenksville,PA,2
Scituate,MA,23
Scotland,IN,1
Scotland,MD,2
Scotrun,PA,3
Scott,AR,1
Scott,LA,4
Scott City,KS,3
Scott City,MO,2
Scott Depot,WV,2
Scottdale,GA,5
Scottdale,PA,2
Scotts Mills,OR,1
Scotts Valley,CA,41
Scottsbluff,NE,26
Scottsboro,AL,4
Scottsburg,IN,3
Scottsville,KY,1
Scottsville,VA,9
Scottville,MI,2
Scranton,PA,45
Sea Bright,NJ,2
Sea Cliff,NY,1
Sea Girt,NJ,1
Sea Isle City,NJ,1
